"x", "y", "value"
0,0,0
0,1,1
0,2,1
0,3,2
0,4,3
0,5,5
0,6,8
0,7,13
0,8,21
0,9,34
0,10,55
0,11,89
0,12,144
0,13,233
0,14,377
0,15,610
0,16,987
0,17,1597
0,18,2584
0,19,4181
0,20,6765
0,21,10946
1,0,1
1,1,9.006006059859473
1,2,17.01201211986255
1,3,25.380365681524005
1,4,34.19810924980857
1,5,44.07888409525816
1,6,55.72305906575252
1,7,70.344421488736
1,8,89.65598913430415
1,9,116.2644795876311
1,10,154.01835229254846
1,11,208.69359863859353
1,12,288.92594237037054
1,13,407.64411378204886
1,14,584.0914546053021
1,15,846.6151118402473
1,16,1236.1156181013293
1,17,1809.301256282748
1,18,2638.279403857364
1,19,3794.767880980052
1,20,5279.883940490026
1,21,6765
2,0,1
2,1,17.01201211986255
2,2,32.66167673835004
2,3,48.31134135725115
2,4,64.3331872224521
2,5,81.39436806674844
2,6,100.46893067901593
2,7,122.9986377564988
2,8,151.01505546084948
2,9,187.38357692547498
2,10,236.11533094396924
2,11,302.8300998932917
2,12,395.3660570608396
2,13,524.5590581542318
2,14,705.1065927989122
2,15,956.2533746557904
2,16,1301.5461042823213
2,17,1765.8100031733297
2,18,2365.0484781666546
2,19,3079.908179573357
2,20,3794.7678809800545
2,21,4181
3,0,2
3,1,25.380365681730567
3,2,48.31134135725116
3,3,70.87013578728632
3,4,93.4289302181057
3,5,116.69647027026758
3,6,141.7596578299528
3,7,170.1661433973938
3,8,204.02201803053418
3,9,246.13944170945013
3,10,300.2292946682005
3,11,371.1454129297642
3,12,465.1491278290084
3,13,590.1194689751267
3,14,755.5224837834645
3,15,971.745689701681
3,16,1248.0054212012974
3,17,1587.344173961596
3,18,1976.196326064136
3,19,2365.048478166666
3,20,2638.279403857373
3,21,2584
4,0,3
4,1,34.19810924980857
4,2,64.33318722297847
4,3,93.4289302181057
4,4,121.81592759343357
4,5,150.2029249699829
4,6,179.7070869731339
4,7,211.88425997728046
4,8,248.7674315544433
4,9,292.92287721883855
4,10,347.5169930896184
4,11,416.3731293339003
4,12,503.9655723503033
4,13,615.2472061387748
4,14,755.1181836581382
4,15,927.2014791703389
4,16,1131.3857168595919
4,17,1359.3649454106182
4,18,1587.3441739616278
4,19,1765.8100031733666
4,20,1809.3012562827712
4,21,1597
5,0,5
5,1,44.07888409557738
5,2,81.39436806674844
5,3,116.69647027119747
5,4,150.2029249699829
5,5,182.59221504456934
5,6,214.98150512084175
5,7,248.89637798415077
5,8,286.24057099764264
5,9,329.2676425218425
5,10,380.54267114448385
5,11,442.86453896591524
5,12,519.0928261062979
5,13,611.7855995715315
5,14,722.5015655459706
5,15,850.5563264619448
5,16,990.9710216608138
5,17,1131.385716859658
5,18,1248.0054212013858
5,19,1301.5461042824004
5,20,1236.1156181013741
5,21,987
6,0,8
6,1,55.72305906575252
6,2,100.46893067973814
6,3,141.7596578299528
6,4,179.70708697451448
6,5,214.98150512084175
6,6,248.73034048344806
6,7,282.4791758481903
6,8,318.030831930134
6,9,357.3644507346254
6,10,402.5215100005594
6,11,455.44952928734847
6,12,517.7555935374425
6,13,590.3008005028694
6,14,672.5461524922689
6,15,761.5512394771815
6,16,850.556326462061
6,17,927.201479170509
6,18,971.7456897018574
6,19,956.2533746559295
6,20,846.6151118403247
6,21,610
7,0,13
7,1,70.34442148913887
7,2,122.9986377564988
7,3,170.16614339856656
7,4,211.88425997728044
7,5,248.8963779859888
7,6,282.4791758481904
7,7,314.259152997391
7,8,346.0391301491233
7,9,379.6378184859658
7,10,416.72938884541423
7,11,458.65647464547686
7,12,506.17921826263563
7,13,559.1158564102354
7,14,615.8310044513647
7,15,672.546152492452
7,16,722.501565546255
7,17,755.1181836584594
7,18,755.5224837837568
7,19,705.1065927991359
7,20,584.0914546054206
7,21,377
8,0,21
8,1,89.65598913430415
8,2,151.015055461703
8,3,204.02201803053416
8,4,248.76743155607397
8,5,286.24057099764264
8,6,318.0308319323955
8,7,346.03913014912337
8,8,372.22871718571935
8,9,398.4183042251531
8,10,426.10175224965496
8,11,456.26776219714856
8,12,489.18894845738794
8,13,524.1524024339706
8,14,559.1158564105027
8,15,590.3008005033017
8,16,611.7855995720479
8,17,615.2472061392849
8,18,590.1194689755748
8,19,524.5590581545565
8,20,407.64411378222206
8,21,233
9,0,34
9,1,116.2644795880819
9,2,187.38357692547498
9,3,246.13944171076207
9,4,292.9228772188386
9,5,329.2676425238976
9,6,357.3644507346254
9,7,379.637818488579
9,8,398.4183042251531
9,9,415.7049289822394
9,10,432.9915537423532
9,11,451.1238734360748
9,12,470.1564109469445
9,13,489.18894845775606
9,14,506.179218263249
9,15,517.7555935382045
9,16,519.0928261070917
9,17,503.96557235105763
9,18,465.1491278296339
9,19,395.3660570612934
9,20,288.9259423706045
9,21,144
10,0,55
10,1,154.01835229254846
10,2,236.1153309448789
10,3,300.22929466820045
10,4,347.5169930913558
10,5,380.5426711444839
10,6,402.52151000296794
10,7,416.7293888454143
10,8,426.1017522525173
10,9,432.9915537423532
10,10,439.0356603045346
10,11,445.0797668698002
10,12,451.1238734365595
10,13,456.26776219797495
10,14,458.65647464653296
10,15,455.4495292884898
10,16,442.86453896705683
10,17,416.37312933492177
10,18,371.1454129306097
10,19,302.8300998938826
10,20,208.6935986389026
10,21,89
11,0,89
11,1,208.69359863905268
11,2,302.8300998932916
11,3,371.1454129311002
11,4,416.3731293339003
11,5,442.86453896800765
11,6,455.44952928734847
11,7,458.65647464813674
11,8,456.2677621971486
11,9,451.12387343906164
11,10,445.0797668698002
11,11,439.0356603051099
11,12,432.9915537434228
11,13,426.10175225105127
11,14,416.72938884696396
11,15,402.5215100021649
11,16,380.54267114599236
11,17,347.5169930909627
11,18,300.22929466926956
11,19,236.11533094472475
11,20,154.01835229293232
11,21,55
12,0,144
12,1,288.9259423703705
12,2,395.36605706172566
12,3,465.1491278290084
12,4,503.9655723519954
12,5,519.0928261062982
12,6,517.7555935397879
12,7,506.1792182626357
12,8,489.1889484601748
12,9,470.15641094694456
12,10,451.1238734395356
12,11,432.9915537434228
12,12,415.7049289838997
12,13,398.41830422716873
12,14,379.6378184881069
12,15,357.3644507367053
12,16,329.26764252378496
12,17,292.92287722049787
12,18,246.13944171078083
12,19,187.38357692638607
12,20,116.264479588102
12,21,34
13,0,233
13,1,407.6441137824761
13,2,524.5590581542318
13,3,590.11946897637
13,4,615.2472061387749
13,5,611.7855995734782
13,6,590.3008005028696
13,7,559.1158564127101
13,8,524.1524024339706
13,9,489.1889484605348
13,10,456.2677621979749
13,11,426.10175225388264
13,12,398.4183042271687
13,13,372.22871718827577
13,14,346.0391301518524
13,15,318.0308319327644
13,16,286.24057099999237
13,17,248.76743155646312
13,18,204.0220180320994
13,19,151.01505546193664
13,20,89.65598913485098
13,21,21
14,0,377
14,1,584.091454605302
14,2,705.1065927996972
14,3,755.5224837834644
14,4,755.1181836596372
14,5,722.5015655459708
14,6,672.5461524943465
14,7,615.8310044513647
14,8,559.1158564129715
14,9,506.1792182632491
14,10,458.65647464916947
14,11,416.729388846964
14,12,379.6378184906726
14,13,346.0391301518524
14,14,314.2591530005534
14,15,282.4791758513193
14,16,248.8963779869573
14,17,211.88425997960587
14,18,170.16614339921705
14,19,122.9986377577277
14,20,70.34442148936529
14,21,13
15,0,610
15,1,846.6151118406054
15,2,956.2533746557905
15,3,971.7456897027228
15,4,927.201479170339
15,5,850.5563264635762
15,6,761.5512394771816
15,7,672.5461524945258
15,8,590.3008005033017
15,9,517.755593540533
15,10,455.44952928848977
15,11,402.52151000453784
15,12,357.3644507367053
15,13,318.03083193496735
15,14,282.4791758513193
15,15,248.73034048685986
15,16,214.98150512401426
15,17,179.70708697578607
15,18,141.7596578319645
15,19,100.46893068039178
15,20,55.723059066438125
15,21,8
16,0,987
16,1,1236.1156181013291
16,2,1301.5461042829365
16,3,1248.0054212012974
16,4,1131.385716860767
16,5,990.9710216608139
16,6,850.5563264636899
16,7,722.501565546255
16,8,611.7855995739834
16,9,519.0928261070917
16,10,442.8645389691239
16,11,380.54267114599236
16,12,329.267642525797
16,13,286.2405709999924
16,14,248.89637798873295
16,15,214.98150512401426
16,16,182.59221504785216
16,17,150.20292497284652
16,18,116.69647027246297
16,19,81.39436806820345
16,20,44.07888409599544
16,21,5
17,0,1597
17,1,1809.3012562830056
17,2,1765.81000317333
17,3,1587.3441739623454
17,4,1359.3649454106185
17,5,1131.3857168608317
17,6,927.201479170509
17,7,755.1181836599515
17,8,615.2472061392849
17,9,503.9655723527331
17,10,416.3731293349217
17,11,347.5169930926704
17,12,292.92287722049787
17,13,248.76743155804888
17,14,211.8842599796059
17,15,179.7070869771078
17,16,150.2029249728465
17,17,121.81592759623778
17,18,93.4289302203621
17,19,64.33318722396363
17,20,34.19810925055157
17,21,3
18,0,2584
18,1,2638.279403857364
18,2,2365.0484781670466
18,3,1976.196326064136
18,4,1587.3441739623765
18,5,1248.005421201386
18,6,971.7456897028953
18,7,755.5224837837568
18,8,590.1194689768081
18,9,465.1491278296339
18,10,371.14541293192696
18,11,300.2292946692695
18,12,246.13944171206322
18,13,204.0220180320994
18,14,170.16614340034937
18,15,141.75965783196446
18,16,116.69647027334415
18,17,93.4289302203621
18,18,70.87013578934511
18,19,48.311341358708646
18,20,25.380365682247234
18,21,2
19,0,4181
19,1,3794.767880980187
19,2,3079.908179573357
19,3,2365.048478167058
19,4,1765.8100031733666
19,5,1301.5461042830138
19,6,956.2533746559295
19,7,705.1065927999158
19,8,524.5590581545565
19,9,395.3660570621694
19,10,302.8300998938826
19,11,236.11533094561764
19,12,187.38357692638607
19,13,151.01505546276604
19,14,122.99863775772769
19,15,100.46893068108344
19,16,81.39436806820345
19,17,64.33318722445645
19,18,48.311341358708646
19,19,32.66167673953502
19,20,17.012012120490738
19,21,1
20,0,6765
20,1,5279.883940490026
20,2,3794.767880980189
20,3,2638.279403857373
20,4,1809.3012562830284
20,5,1236.115618101374
20,6,846.615111840681
20,7,584.0914546054207
20,8,407.6441137826454
20,9,288.9259423706045
20,10,208.69359863935486
20,11,154.01835229293235
20,12,116.26447958854234
20,13,89.65598913485098
20,14,70.3444214897542
20,15,55.723059066438125
20,16,44.07888409629828
20,17,34.19810925055158
20,18,25.380365682437738
20,19,17.012012120490738
20,20,9.006006060245369
20,21,1
21,0,10946
21,1,6765
21,2,4181
21,3,2584
21,4,1597
21,5,987
21,6,610
21,7,377
21,8,233
21,9,144
21,10,89
21,11,55
21,12,34
21,13,21
21,14,13
21,15,8
21,16,5
21,17,3
21,18,2
21,19,1
21,20,1
21,21,0
